"","solID","mape","decomp.rssd","nrmse","nrmse_train","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"11","1_144_9",0,0.0154875228943407,0.0540616094407866,0.0540616094407866,0.288594605407054,0.372664166849721,0.675826274980336,0.239777923918426,0.255115982594842,0.329053425419167,0.719144821609335,0.744062282116363,0.286365937045176,0.779332986194254,0.951223461580385,0.413254416346741,0.570561527459363,0.492978982028333,0.146973942414961,0.0961006186973373,0.989782045412571,0.131565168079946,4,54,FALSE
"12","1_147_5",0,0.0343536665597686,0.0483723495293451,0.0483723495293451,0.556852248643335,0.352936194500402,0.913318669896886,0.0515193719210479,0.0560496755875548,0.152537382526652,0.651612639771249,0.810109038029602,0.263108600535057,0.450094746830982,0.845780591872545,0.465168655336248,0.709223638761555,0.616939959376356,0.170949392660573,0.0974554274964243,0.368421283115499,0.124015579268702,3,44,FALSE
"13","1_150_2",0,0.0416080651702647,0.0483102189213073,0.0483102189213073,0.105778954959679,0,0.620292948051333,0.0515193719210479,0.0560496755875548,0.152537382526652,0.633461546774611,0.941265568398909,0.080270580673631,0.3554017059092,0.845780591872545,0.465168655336248,0.445578459961077,0.587866361465286,0.101195678198252,0.0974554274964243,0.368421283115499,0.124015579268702,3,44,FALSE
"14","1_150_3",0,0.0181810453024304,0.0541163600309753,0.0541163600309753,0.288594605407054,0.372664166849721,0.675826274980336,0.309829057598473,0.255115982594842,0.329053425419167,0.719144821609335,0.744062282116363,0.286365937045176,0.779332986194254,0.855465530216023,0.413254416346741,0.570561527459363,0.492978982028333,0.146973942414961,0.0961006186973373,0.989782045412571,0.131565168079946,4,54,FALSE
"15","1_154_11",0,0.0516569350663139,0.0473813081688306,0.0473813081688306,0.403483271950058,0.222956806066469,0.902910214006151,0.0279550234132081,0.269610405903905,0.138098817678747,0.572558127755105,0.819637851715624,0.223374396128834,0.550016489947407,0.829980179115451,1,0.918576774639633,0.383573996291561,0.167632536171433,0.0646272702820406,0.401170933045083,0.074589242823995,3,44,FALSE
"16","1_155_9",0,0.113318146850782,0.046902577392716,0.046902577392716,0.346877712516122,0.443380467330805,0.647428591171628,0.126032050560863,0.120283624992151,0.152595332413045,0.518437522094359,0.818842526483738,0.12138464853374,0.23053286855032,0.86064291000443,0.983453014675845,0.916609000282026,0.415730893903055,0.0279655561389555,0.0880699864218281,0.521391028549821,0.0884260134152097,3,44,FALSE
"17","1_155_10",0,0.0589313901822262,0.0475590914870036,0.0475590914870036,0.369339059604874,0.211840457706949,0.976879905637502,0.171760090310996,0.0460778003156151,0.0140165205410835,0.602774094579942,0.857039942656062,0.525659266661422,0.693265501803438,0.657864020843174,0.815538101143684,0.716877903630916,0.462073082081817,0.222684482375706,0.0447022214451581,0.373321669781147,0.0469284917695932,3,44,FALSE
"18","1_157_3",0,0.0506155503863772,0.047815528879062,0.047815528879062,0.385905952293547,0.11373236022358,0.600368520559274,0.0900519998118642,0.245680124010883,0.19031551986905,0.558312067171596,0.902958216859464,0.0587946424520498,0.258371787579443,0.715820216325363,0.793165945169777,0.83474597541527,0.502430376332426,0.0974345931479561,0.0492421088039521,0.336376409385942,0.102138303385945,3,44,FALSE
"19","1_159_7",0,0.054369716370143,0.0477255196961343,0.0477255196961343,0.559130408586503,0.742355218060192,0.661641099648854,0.376795553082569,0.234462964022479,0.148029028190065,0.988376130902861,0.586245240851142,0.464576519639609,0.856369292483243,1,0.980399072886141,0.578000430125667,0.335927086662524,0.141235365308389,0.0906153781718155,0.541972359458258,0.0528826298660072,4,54,FALSE
"20","1_160_5",0,0.0432602676115389,0.0483129116768557,0.0483129116768557,0.189023104679715,0.222956806066469,0.902910214006151,0.0100773499171115,0.227231623464551,0.131281012626129,0.632677711534577,0.850283732967416,0.223374396128834,0.550016489947407,0.798931078824011,0.586096355443373,0.607242762182506,0.383573996291561,0.167632536171433,0.0646272702820406,0.335507534155039,0.0977471372911182,3,44,FALSE
"21","1_161_1",0,0.0367014838871829,0.0483167859875617,0.0483167859875617,0.294100748774306,0.352936194500402,0.913318669896886,0.0515193719210479,0.0560496755875548,0.152537382526652,0.491179010852,0.968872139465713,0.263108600535057,0.450094746830982,0.845780591872545,0.465168655336248,0.600575523420293,0.616939959376356,0.170949392660573,0.0974554274964243,0.368421283115499,0.124015579268702,3,44,FALSE
